# DetID,Strip voltage, StripID,TAC_calibration,TAC_calibration_error,TAC_offset,TAC_offset_error
0,h,14,0.41785490234989364,0.0006314230118407746,-543.5049705159547,6.668545793897667
0,h,15,0.413095726880398,0.0003379086930981598,-497.418266927022,3.5726084891122496
0,h,16,0.43835306049101375,0.00023539525347465517,-501.0521707478808,2.3472906197636934
0,h,17,0.420101912254831,0.0004244784574248352,-491.2033755299708,4.406842207431746
0,h,18,0.42119271325206936,0.0005840760313511811,-572.8059218408952,6.159735157041461
0,h,19,0.4231446462775116,0.0006473836443994294,-572.78779213753,6.795863077694984
0,h,20,0.4251705103426335,0.000587887619515915,-500.87233928369545,6.043753249011938
0,h,21,0.43455686509445063,0.000683965921196289,-609.2249315519742,7.047951071783023
0,h,22,0.41732900681509416,0.00043949004961238094,-530.7701096401488,4.634127089400672
0,h,23,0.4217494576660205,0.000976520083591217,-600.4785364932558,10.348161752388751
0,h,24,0.41269719229782587,0.0004054484530706177,-465.6079433757926,4.259989594350596
0,h,25,0.41206647885755066,0.00042105098001182556,-454.58416634670994,4.419581458453686
0,h,26,0.42765093217857464,0.0003150201796904297,-479.40475408931934,3.204163228626255
0,h,27,0.42034718087481227,0.0002816638379855957,-452.4115057298231,2.8968195344565704
0,h,28,0.4312977009777412,0.0005442593598652954,-541.4320560468273,5.566261427865009
0,h,29,0.43842551219413817,0.0006260353207453766,-580.9417093006971,6.354203691224138
0,h,30,0.4263387030852035,0.0009906505457608185,-594.4235865778967,10.3710071997044
0,h,31,0.4363962269793265,0.000504122390530014,-551.4087798368388,5.106911944510327
